Movie Name,Audience Score,Tomatometer Score,Rating,Genre,Original Language,Director,Producer,Writer,Release Date (Theaters),Release Date (Streaming),Box Office (Gross USA),Runtime,Distributor,Sound Mix,Aspect Ratio,View the collection
OUTSIDE THE LAW,64,76,R,"History, Drama, Action",French (France),Rachid Bouchareb,Jean Bréhat,"Rachid Bouchareb, Rachid Bouchareb",,2011-08-02,,2h 18m,,,,
POINT BLANK,76,91,R,"Mystery & Thriller, Action, Crime, Drama",French (France),Fred Cavayé,"Cyril Colbeau-Justin, Jean-Baptiste Dupont","Fred Cavayé, Guillaume Lemans, Fred Cavayé",2011-07-29,2011-12-06,$706.9K,1h 24m,Magnolia Pictures,,,
TROPHY WIFE,61,83,R,Comedy,French (France),François Ozon,"Éric Altmayer, Nicolas Altmayer","François Ozon, François Ozon",2011-03-25,2011-07-19,$1.6M,1h 43m,Music Box Films,,,
PRICELESS,75,82,PG-13,"Comedy, Romance",French (France),Pierre Salvadori,Philippe Martin,"Pierre Salvadori, Benoît Graffin",2008-03-28,2008-11-18,$2.2M,1h 46m,Samuel Goldwyn Company,,,
SARAH'S KEY,82,72,PG-13,Drama,French (France),Gilles Paquet-Brenner,Stéphane Marsil,"Serge Joncour, Gilles Paquet-Brenner, Serge Joncour",2011-07-22,2011-11-22,$7.7M,1h 51m,Weinstein Co.,,,
UNDER THE SAND,83,93,None,Drama,French (France),François Ozon,"Olivier Delbosc, Marc Missonnier","Emmanuèle Bernheim, François Ozon, Marina de Van, Marcia Romano",2000-05-04,2001-12-11,$1.5M,1h 36m,Winstar Cinema,"Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR",Flat (1.85:1),
THE 400 BLOWS,94,99,None,"Crime, Drama",French (France),François Truffaut,François Truffaut,"François Truffaut, François Truffaut, Marcel Moussy",1959-11-16,2006-05-09,,1h 33m,Criterion Collection,Mono,,
THE CITY OF LOST CHILDREN,90,80,R,Fantasy,French (France),"Marc Caro, Jean-Pierre Jeunet",Félicie Dutertre,"Jean-Pierre Jeunet, Marc Caro, Gilles Adrien, Guillaume Laurant",1995-12-15,1999-10-19,$1.9M,1h 51m,Sony Pictures Classics,Surround,,
THE CLOSET,78,85,R,Comedy,French (France),Francis Veber,Alain Poiré,"Francis Veber, Francis Veber",2001-06-29,2002-03-05,$6.7M,1h 24m,Miramax Films,"Surround, Dolby SR, Dolby Digital, Dolby A, Dolby Stereo",,
THE GIRL ON THE TRAIN,42,76,None,Drama,French (France),André Téchiné,Saïd Ben Saïd,"Odile Barski, Jean-Marie Besset, André Téchiné",,2010-05-18,$207.3K,1h 45m,,,,
THE GLEANERS AND I,87,93,None,Documentary,French (France),Agnès Varda,Agnès Varda,Agnès Varda,2000-07-09,2002-07-23,,1h 22m,,,,
THE GUARDIANS,54,94,R,"History, Drama",French (France),Xavier Beauvois,"Sylvie Pialat, Benoît Quainon","Xavier Beauvois, Frédérique Moreau, Marie-Julie Maille",2018-05-04,2018-08-28,$161.3K,2h 15m,Music Box Films,Dolby Digital,Scope (2.35:1),
THE INTOUCHABLES,93,76,R,"Comedy, Drama",French (France),"Olivier Nakache, Eric Toledano","Nicolas Duval-Adassovsky, Laurent Zeitoun, Yann Zenou","Olivier Nakache, Eric Toledano, Olivier Nakache, Eric Toledano",2012-05-25,2013-01-15,$13.2M,1h 50m,Weinstein Co.,Dolby Digital,,
THE RULES OF THE GAME,89,96,None,"Comedy, Drama",French (France),Jean Renoir,Claude Renoir,"Carl Koch, Jean Renoir",1939-07-08,2004-01-20,,1h 50m,"Cine Classics, Criterion Collection",,"35mm, Flat (1.37:1)",
THE UMBRELLAS OF CHERBOURG,87,97,None,"Musical, Romance",French (France),Jacques Demy,Mag Bodard,"Jacques Demy, Jacques Demy",1964-02-19,2004-04-06,$18.4K,1h 31m,"Criterion Collection, Zeitgeist Films, Wellspring Media",Dolby Stereo,"16mm, Flat (1.85:1)",
THE YOUNG GIRLS OF ROCHEFORT,84,98,G,"Musical, Romance",French (France),"Jacques Demy, Agnès Varda","Perrine Bauduin, Gilbert de Goldschmidt","Jacques Demy, Julian More",1967-03-08,2014-07-22,$88.5K,2h 5m,"Miramax Films, Miramax Zoë, Warner Bros., Miramax Home Entertainment [us]",Stereo,"35mm, Scope (2.35:1)",
THINGS TO COME,71,99,PG-13,Drama,French (France),Mia Hansen-Løve,Charles Gillibert,"Mia Hansen-Løve, Mia Hansen-Løve",2016-12-02,2017-05-01,$282.4K,1h 41m,IFC Films,Dolby Digital,,
TIMBUKTU,77,98,PG-13,Drama,French (France),Abderrahmane Sissako,"Rémi Burah, Etienne Comar, Sylvie Pialat, Olivier Père","Abderrahmane Sissako, Kessen Tall",,2015-06-09,$1.1M,1h 37m,,,Scope (2.35:1),
TOKYO!,72,76,None,Drama,French (Canada),"Bong Joon Ho, Leos Carax, Michel Gondry",Michiko Yoshitake,"Bong Joon Ho, Leos Carax, Michel Gondry",2009-03-06,2009-06-30,$351.1K,1h 52m,Vitagraph Films,,,
A CHRISTMAS TALE,66,86,None,"Holiday, Comedy, Drama",French (France),Arnaud Desplechin,Pascal Caucheteux,"Emmanuel Bourdieu, Arnaud Desplechin",2008-11-14,2009-10-27,$1.1M,2h 30m,IFC Films,,,
THE LAST MISTRESS,59,77,None,Drama,French (France),Catherine Breillat,Jean-François Lepetit,Catherine Breillat,2008-06-27,2017-01-30,$785.0K,1h 44m,IFC First Take,Dolby,,
WHITE MATERIAL,64,86,None,Drama,French (France),Claire Denis,Pascal Caucheteux,"Claire Denis, Marie N'Diaye",2010-11-19,2011-04-12,$302.8K,1h 45m,IFC Films,Dolby Digital,,
Z,93,94,PG,Mystery & Thriller,French (France),Costa-Gavras,,"Vassilis Vassilikos, Jorge Semprún, Costa-Gavras",1969-12-08,2009-10-27,$83.3K,2h 7m,Cinema V,Mono,35mm,
POLINA,62,85,None,Drama,French (France),"Valérie Müller, Angelin Preljocaj","Maxim Ajjawi, Gaëlle Bayssière, Didier Creste",Valérie Müller,2017-08-25,2017-11-07,$165.2K,1h 48m,Oscilloscope Laboratories,,Scope (2.35:1),
POLISSE,79,86,None,"Crime, Drama",French (France),Maïwenn,Alain Attal,"Maïwenn, Emmanuelle Bercot, Emmanuelle Bercot, Maïwenn",2012-05-18,2012-10-30,$171.3K,2h 7m,IFC Films,,,
LATE MARRIAGE,79,88,None,"Comedy, Drama, Romance",Georgian,Dover Koshashvili,"Marek Rozenbaum, Edgard Tenenbaum",Dover Koshashvili,2002-05-17,2008-05-01,$1.6M,1h 42m,Magnolia Films,"Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR",Flat (1.66:1),
A FILM UNFINISHED,86,98,None,Documentary,German,Yael Hersonski,"Itai Ken-Tor, Noemi Schory",Yael Hersonski,2010-08-18,2011-03-08,$311.5K,1h 29m,Oscilloscope Pictures,,,
EVERYONE ELSE,62,88,None,"Drama, Romance",German,Maren Ade,"Maren Ade, Dirk G. Engelhardt, Janine Jackowski",Maren Ade,2010-04-09,2010-10-26,$101.3K,1h 59m,Cinema Guild,,,
BARBARA,76,94,PG-13,Drama,German,Christian Petzold,Florian Koerner von Gustorf,"Christian Petzold, Harun Farocki",,2013-11-12,,1h 45m,,,,
BLIND SPOT: HITLER'S SECRETARY,72,86,PG,Documentary,German,"André Heller, Othmar Schmiderer","Danny Krausz, Kurt Stocker",,2003-01-24,2003-10-28,$376.9K,1h 30m,Sony Pictures Classics,,,
HIMALAYA,91,87,None,Drama,German,Eric Valli,"Christophe Barratier, Jacques Perrin","Nathalie Azoulai, Olivier Dazat, Louis Gardel, Jean-Claude Guillebaud",2001-03-30,2002-03-05,$2.5M,1h 50m,Kino Pictures,"Dolby Stereo, Dolby Digital, Dolby A, DTS, Dolby SR",,
IN THE FADE,70,76,R,"Mystery & Thriller, Crime, Drama",German,Fatih Akin,"Nurhan Sekerci-Porst, Fatih Akin, Herman Weigel","Fatih Akin, Hark Bohm",2017-12-27,2018-03-31,,1h 45m,Magnolia Pictures,Dolby Digital,Scope (2.35:1),
LAND OF MINE,88,92,R,"War, History, Drama",German,Martin Zandvliet,"Malte Grunert, Mikael Rieks",Martin Zandvliet,2017-02-17,2017-06-06,$434.6K,1h 40m,Sony Pictures Classics,,,
LORE,76,94,None,"Drama, War",German,Cate Shortland,"Benny Drechsel, Karsten Stoter, Liz Watts, Paul Welsh","Cate Shortland, Robin Mukherjee",2013-02-08,2014-06-11,$968.9K,1h 49m,Music Box Films,,,
M,95,100,None,"Mystery & Thriller, Crime, Drama",German,Fritz Lang,Seymour Nebenzal,"Egon Jacobson, Fritz Lang",1933-04-02,2004-12-14,$29.6K,1h 39m,Paramount Pictures,Mono,,
METROPOLIS,92,97,None,"Sci-Fi, Drama",German,Fritz Lang,Erich Pommer,"Fritz Lang, Thea von Harbou, Thea von Harbou",1927-03-13,2007-03-22,$1.2M,2h 3m,Paramount Pictures,"Dolby Stereo, Dolby Digital, Dolby A, Dolby SR",Flat (1.85:1),
MOSTLY MARTHA,89,92,PG,"Comedy, Drama",German,Sandra Nettelbeck,"Karl Baumgartner, Christoph Friedel",Sandra Nettelbeck,2002-08-16,2013-07-01,$4.2M,1h 45m,Paramount Pictures,"Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR",Flat (1.85:1),
NOSFERATU,87,97,None,"Horror, Fantasy",German,F.W. Murnau,"Enrico Dieckmann, Albin Grau","Henrik Galeen, Bram Stoker",1922-03-05,2001-01-02,,1h 5m,"GoodTimes Home Video [us], Reel Media International [us], Grapevine Video, Image Entertainment Inc., Sinister Cinema, Republic Pictures, Hollywood's Attic, Video Yesteryear, Kino Video, BijouFlix Releasing",,"Academy (1.33:1), 35mm",
NOSFERATU,83,95,PG,Horror,German,Werner Herzog,"Michael Gruskoff, Werner Herzog","Werner Herzog, Bram Stoker",1979-10-01,2002-07-09,,1h 47m,"Anchor Bay Entertainment, 20th Century Fox",,Flat (1.85:1),
NOWHERE IN AFRICA,88,85,R,Drama,German,Caroline Link,"Bernd Eichinger, Peter Herrmann, Michael Weber","Caroline Link, Stefanie Zweig",2003-03-07,2003-09-30,$6.2M,2h 18m,Zeitgeist Films,"Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR",Scope (2.35:1),
PARADISE: LOVE,68,78,None,Drama,German,Ulrich Seidl,"Philippe Bober, Christine Ruppert, Ulrich Seidl","Ulrich Seidl, Veronika Franz",,2013-08-06,$23.8K,2h 0m,,,,
PHOENIX,78,98,PG-13,"History, Drama",German,Christian Petzold,"Florian Koerner von Gustorf, Michael Weber","Christian Petzold, Harun Farocki",2015-07-24,2016-04-26,$3.2M,1h 38m,IFC Films,Dolby Digital,,
REVANCHE,83,96,None,"Crime, Drama, Mystery & Thriller",German,Götz Spielmann,"Sandra Bohle, Mathias Forberg, Götz Spielmann, Heinz Stussak",Götz Spielmann,2009-05-01,2010-02-16,,2h 1m,,,,
THE BLUE ANGEL,86,96,None,Drama,German,Josef von Sternberg,Erich Pommer,,1930-01-03,2007-03-06,,1h 34m,"Image Entertainment Inc., Paramount Pictures",Mono,Academy (1.33:1),
THE CABINET OF DR. CALIGARI,89,96,None,"Horror, Fantasy, Mystery & Thriller",German,Robert Wiene,"Rudolf Meinert, Erich Pommer","Hans Janowitz, Carl Mayer",1921-03-19,1999-02-16,,1h 9m,"Grapevine Video, Kino Video",,,
THE CAPTAIN,83,83,None,"History, Drama, War",German,Robert Schwentke,"Frieder Schlaich, Irene von Alberti",Robert Schwentke,2018-07-27,2018-11-27,$108.6K,1h 58m,Music Box Films,,Scope (2.35:1),
THE SILENCE,71,88,None,Drama,German,Baran bo Odar,"Frank Evers, Jörg Schulze, Maren Lüthje, Florian Schneider","Baran bo Odar, Alex Ross, Richard Shakocius",2013-03-08,2016-11-02,$99.7K,2h 0m,Music Box Films,,,
THE WHITE RIBBON,79,86,R,"Drama, War",German,Michael Haneke,"Stefan Arndt, Veit Heiduschka, Margaret Ménégoz, Andrea Occhipinti",Michael Haneke,2009-12-30,2010-06-29,$2.2M,2h 24m,Sony Pictures Classics,,,
TONI ERDMANN,73,93,R,"Comedy, Drama",German,Maren Ade,"Janine Jackowski, Maren Ade, Jonas Dornbach",Maren Ade,2016-12-25,2017-04-11,$1.5M,2h 42m,Sony Pictures Classics,,,
VISION: FROM THE LIFE OF HILDEGARD VON BINGEN,71,83,None,"Biography, Drama",German,Margarethe von Trotta,Markus Zimmer,Margarethe von Trotta,2010-10-13,2011-04-12,$431.9K,1h 50m,Zeitgeist,,,
WESTERN,72,96,None,Drama,German,Valeska Grisebach,"Maren Ade, Jonas Dornbach, Valeska Grisebach, Janine Jackowski, Michel Merkt",Valeska Grisebach,2018-02-16,2018-08-28,$39.4K,2h 0m,Cinema Guild,,Flat (1.85:1),
WINGS OF DESIRE,93,98,PG-13,Fantasy,German,Wim Wenders,"Anatole Dauman, Wim Wenders","Wim Wenders, Peter Handke",1987-01-01,2009-11-03,$120.8K,2h 8m,Orion Pictures,"Stereo, Dolby Stereo",Flat (1.66:1),
CLOUD 9,58,89,None,"Drama, Romance",German,Andreas Dresen,Peter Rommel,"Andreas Dresen, Jörg Hauschild, Laila Stieler, Conny Ziesche",2009-08-14,2009-07-28,$91.3K,1h 38m,Music Box Films,,,
YELLA,54,82,None,"Drama, Romance, Mystery & Thriller",German,Christian Petzold,Florian Koerner von Gustorf,"Simone Bär, Christian Petzold",,2009-03-31,,1h 29m,,,,
ALPS,50,75,None,Drama,Greek,Yorgos Lanthimos,"Yorgos Lanthimos, Athina Rachel Tsangari","Efthymis Filippou, Yorgos Lanthimos",,2012-12-04,$8.6K,1h 33m,,,,
ATTENBERG,53,78,None,Drama,Greek,Athina Rachel Tsangari,"Yorgos Lanthimos, Iraklis Mavroidis, Athina Rachel Tsangari, Maria Hatzakou, Angelos Venetis",Athina Rachel Tsangari,,2012-06-19,$23.8K,1h 35m,,,,
5 BROKEN CAMERAS,88,96,None,"Documentary, War",Hebrew,"Emad Burnat, Guy Davidi","Emad Burnat, Guy Davidi",,2012-05-03,2013-01-15,$108.5K,1h 30m,Kino Lorber,,,
FILL THE VOID,69,89,PG,Drama,Hebrew,Rama Burshtein,Assaf Amir,Rama Burshtein,2013-05-24,2013-09-24,$1.8M,1h 30m,Sony Pictures Classics,,,
GETT: THE TRIAL OF VIVIANE AMSALEM,81,100,None,Drama,Hebrew,"Ronit Elkabetz, Shlomi Elkabetz","Sandrine Brauer, Rémi Burah, Denis Carot, Michael Eckelt, Shlomi Elkabetz, Marie Masmonteil","Ronit Elkabetz, Shlomi Elkabetz",2015-02-15,2015-06-09,$987.8K,1h 55m,Music Box Films,,,
LEBANON,72,90,R,"Drama, War",Hebrew,Samuel Maoz,"Anat Bikel, Leon Edery, Moshe Edery",Samuel Maoz,2010-08-06,2011-01-18,$367.8K,1h 33m,Sony Pictures Classics,,,
USHPIZIN,87,94,PG,"Comedy, Drama",Hebrew,Giddi Dar,"Giddi Dar, Rafi Bukai, Gadi Levy, Shlomit Smadja",Shuli Rand,2005-10-19,2006-04-04,$1.4M,1h 31m,Picturehouse,Surround,,
WALTZ WITH BASHIR,91,96,R,"Documentary, Animation",Hebrew,Ari Folman,"Ari Folman, Serge Lalou, Gerhard Meixner, Roman Paul",Ari Folman,2008-12-25,2009-06-23,$2.3M,1h 30m,Sony Pictures Classics,,,
YOSSI & JAGGER,75,86,R,Drama,Hebrew,Eytan Fox,"Amir Harel, Gal Uchovsky",,2003-10-10,2004-04-13,$141.1K,1h 7m,Strand Releasing,Surround,,
LAGAAN: ONCE UPON A TIME IN INDIA,93,95,PG,"Romance, History, Drama",Hindi,Ashutosh Gowariker,Aamir Khan,"Ashutosh Gowariker, Ashutosh Gowariker",2002-05-10,2017-12-09,$905.9K,3h 43m,Sony Pictures Classics,"Dolby SR, Dolby A, DTS, Dolby Stereo, Dolby Digital",Scope (2.35:1),
THE POOL,73,94,None,Drama,Hindi,Chris Smith,,"Chris Smith, Randy Russell",,2018-09-10,$94.9K,1h 44m,,,,
CONTROL,89,82,R,"Mystery & Thriller, Action",Hungarian,Nimród Antal,Tamás Hutlassa,"Jim Adler, Nimród Antal",2005-04-01,2005-08-30,$2.8M,1h 45m,ThinkFilm,"DTS, Dolby Digital",,
ON BODY AND SOUL,85,90,None,Drama,Hungarian,Ildikó Enyedi,"Ernö Mesterházy, András Muhi, Mónika Mécs",Ildikó Enyedi,,2018-02-02,,1h 56m,,,,
WHITE GOD,71,88,R,Drama,Hungarian,Kornél Mundruczó,Viktória Petrányi,"Kata Wéber, Kornél Mundruczó, Viktória Petrányi",2015-03-27,2015-07-28,$280.5K,1h 59m,Magnolia Pictures,,,
"A WHITE, WHITE DAY",-1,95,None,Drama,Icelandic,Hlynur Pálmason,Anton Máni Svansson,Hlynur Pálmason,2020-02-28,2020-07-24,,1h 49m,Film Movement,"Dolby Atmos, Dolby Digital",Scope (2.35:1),
NÓI ALBINÓI,85,87,PG-13,Drama,Icelandic,Dagur Kári,Philippe Bober,Dagur Kári,2003-01-24,2004-10-12,$60.1K,1h 30m,Palm Pictures,Surround,,
THE RAID: REDEMPTION,87,87,R,"Action, Crime, Drama",Indonesian,Gareth Evans,Ario Sagantoro,Gareth Evans,2012-04-13,2012-08-14,$2.6M,1h 41m,Sony Pictures Classics,,,
A FISTFUL OF DOLLARS,91,96,R,Western,Italian,Sergio Leone,"Arrigo Colombo, Giorgio Papi",Adriano Bolzoni,1964-01-18,2006-08-01,,1h 36m,"Tobis Filmkunst, Unidis, Metro-Goldwyn-Mayer Distributing Corp., MGM/UA Home Entertainment Inc., Ízaro Films S.A., Metro-Goldwyn-Mayer, United Artists",Mono,,
AMARCORD,90,87,R,"Comedy, Drama",Italian,Federico Fellini,Franco Cristaldi,"Federico Fellini, Tonino Guerra",1974-09-19,2006-09-05,,2h 5m,"Criterion Collection, New World Pictures",,,
ANDREI RUBLEV,93,95,R,Biography,Italian,Andrei Tarkovsky,Tamara Ogorodnikova,"Andrey Konchalovskiy, Andrei Tarkovsky",1972-12-15,1999-02-02,$101.4K,2h 45m,"Criterion Collection, Columbia Pictures",Mono,,
CAESAR MUST DIE,74,92,None,Drama,Italian,"Paolo Taviani, Vittorio Taviani","Agnese Fontana, Cecilia Valmarana, Grazia Volpi, Donatella Palermo, Laura Andreini Salerno","Paolo Taviani, Vittorio Taviani",,2013-12-24,,1h 16m,,,,
CATERINA IN THE BIG CITY,77,90,None,"Comedy, Drama",Italian,Paolo Virzì,Paolo Virzì,"Paolo Virzì, Francesco Bruni",2003-10-24,,$293.3K,1h 46m,Empire Pictures,,,
CINEMA PARADISO,97,90,PG,Drama,Italian,Giuseppe Tornatore,"Mino Barbera, Franco Cristaldi, Giovanna Romagnoli",Giuseppe Tornatore,1988-02-23,2006-01-10,$9.1M,2h 3m,"HBO, Miramax Films",,,
FIRE AT SEA,65,95,None,Documentary,Italian,Gianfranco Rosi,"Donatella Palermo, Gianfranco Rosi",Gianfranco Rosi,2016-10-21,2017-03-21,$114.0K,1h 48m,Kino Lorber,,,
THE SALT OF LIFE,45,84,None,Comedy,Italian,Gianni Di Gregorio,Angelo Barbagallo,"Gianni Di Gregorio, Valerio Attanasio",,2012-09-18,$315.3K,1h 30m,,,,
GOMORRA,71,91,None,"Crime, Drama",Italian,Matteo Garrone,Domenico Procacci,"Maurizio Braucci, Ugo Chiti, Matteo Garrone, Gianni Di Gregorio",2008-12-19,2009-08-04,$1.6M,2h 17m,IFC Films,Dolby Digital,Scope (2.35:1),
HAPPY AS LAZZARO,81,91,PG-13,"Fantasy, Sci-Fi, Drama",Italian,Alice Rohrwacher,"Carlo Cresto-Dina, Gregory Gajos, Pierre-François Piet, Tiziana Soudani, Michael Weber",Alice Rohrwacher,,2018-11-30,,2h 5m,,,1.66:1,
HUMAN CAPITAL,77,81,None,Drama,Italian,Paolo Virzì,"Marco Cohen, Fabrizio Donvito, Philippe Gompel, Benedetto Habib, Birgit Kemner","Paolo Virzì, Francesco Bruni, Francesco Piccolo",,2015-07-07,$157.3K,1h 49m,,Dolby Digital,Scope (2.35:1),
I AM LOVE,68,81,R,"Drama, Romance",Italian,Luca Guadagnino,"Luca Guadagnino, Tilda Swinton","Barbara Alberti, Ivan Cotroneo, Walter Fasano, Luca Guadagnino",2010-06-18,2010-10-12,$5.0M,1h 59m,Magnolia Pictures,,,
I'M NOT SCARED,87,90,R,Drama,Italian,Gabriele Salvatores,Marco Chimenz,,2003-02-08,2004-10-12,$1.6M,1h 50m,Miramax Films,Surround,,
L'AVVENTURA,88,94,None,Drama,Italian,Michelangelo Antonioni,"Cino Del Duca, Raymond Hakim, Robert Hakim, Amato Pennasilico, Luciano Perugia","Michelangelo Antonioni, Elio Bartolini, Tonino Guerra",1961-03-04,2014-04-01,,2h 25m,"Criterion Collection, Janus Films",Mono,Flat (1.85:1),
LIFE IS BEAUTIFUL,96,81,PG-13,"Comedy, Drama",Italian,Roberto Benigni,"Gianluigi Braschi, Elda Ferri","Vincenzo Cerami, Roberto Benigni",1998-10-22,1999-11-09,$57.6M,2h 2m,Miramax Films,"Surround, Dolby Digital",Flat (1.85:1),
MAFIOSO,80,96,None,"Comedy, Crime, Drama",Italian,Alberto Lattuada,Tonino Cervi,"Rafael Azcona, Bruno Caruso, Marco Ferreri",,2008-03-18,$398.6K,1h 45m,,,,
MY MOTHER,59,84,R,"Comedy, Drama",Italian,Nanni Moretti,"Nanni Moretti, Domenico Procacci","Nanni Moretti, Francesco Piccolo, Valia Santella",2016-08-26,2016-11-16,$301.7K,1h 46m,Music Box Films,,,
NIGHTS OF CABIRIA,94,100,None,Drama,Italian,Federico Fellini,Dino De Laurentiis,"Federico Fellini, Ennio Flaiano, Tullio Pinelli",1957-12-31,2008-05-01,$823.6K,1h 50m,Paramount Pictures,Mono,Flat (1.37:1),
OPEN CITY,91,100,None,Drama,Italian,Roberto Rossellini,"Ferrucio DeMartino, Roberto Rossellini","Sergio Amidei, Alberto Consiglio, Sergio Amidei, Federico Fellini, Roberto Rossellini",1946-02-25,2017-07-11,,1h 45m,"Criterion Collection, Reel Media International [us], Video Yesteryear, Kino Video, Image Entertainment Inc.",Mono,Flat (1.37:1),
PRANZO DI FERRAGOSTO,70,88,None,"Comedy, Drama",Italian,Gianni Di Gregorio,Matteo Garrone,"Gianni Di Gregorio, Simone Riccardini",2010-03-17,2011-05-03,$673.7K,1h 15m,Zeitgeist,,,
REALITY,69,80,R,"Comedy, Drama",Italian,Matteo Garrone,"Matteo Garrone, Jean Labadie, Domenico Procacci, Bernard Tanguy, Jean-Charles Mille","Matteo Garrone, Ugo Chiti, Massimo Gaudioso, Maurizio Braucci",2013-03-15,2013-08-13,,1h 55m,Oscilloscope Pictures,,,
THE BEST OF YOUTH,98,94,R,Drama,Italian,Marco Tullio Giordana,"Angelo Barbagallo, Donatella Botti","Sandro Petraglia, Stefano Rulli",2003-08-30,2006-02-07,$250.4K,5h 58m,Miramax Films,Dolby SRD,Flat (1.37:1),
THE CONFORMIST,90,98,R,Drama,Italian,Bernardo Bertolucci,Maurizio Lodi-Fè,"Bernardo Bertolucci, Alberto Moravia",1970-10-22,2014-12-02,,1h 55m,Paramount Pictures,Mono,Flat (1.85:1),
THE DOUBLE HOUR,68,82,None,"Drama, Mystery & Thriller",Italian,Giuseppe Capotondi,"Francesca Cima, Nicola Giuliano","Alessandro Fabbri, Ludovica Rampoldi, Stefano Sardo",2011-04-15,2012-04-03,$1.5M,1h 35m,Samuel Goldwyn Company,,,
THE FOUR TIMES,75,93,None,Drama,Italian,Michelangelo Frammartino,"Philippe Bober, Elda Guidinetti, Marta Donzelli, Gabriella Manfré",Michelangelo Frammartino,,2011-09-13,$152.5K,1h 28m,,,,
THE LEOPARD,89,98,PG,"History, Drama",Italian,Luchino Visconti,Goffredo Lombardo,"Suso Cecchi d'Amico, Pasquale Festa Campanile, Enrico Medioli, Massimo Franciosa, Luchino Visconti",1963-07-15,2004-06-08,,2h 45m,20th Century Fox,Mono,35mm,
VINCERE,68,91,None,"Biography, History, Drama",Italian,Marco Bellocchio,Mario Gianani,"Marco Bellocchio, Daniela Ceselli",2010-03-19,2010-07-27,$615.3K,2h 8m,IFC Films,,,
13 ASSASSINS,88,95,R,"Action, Adventure, History, Drama",Japanese,Takashi Miike,"Minami Ichikawa, Tôichirô Shiraishi, Michihiko Yanagisawa",Daisuke Tengan,2011-04-29,2011-07-05,$802.5K,2h 6m,Magnet Releasing,,,
AUDITION,80,83,R,Horror,Japanese,Takashi Miike,"Satoshi Fukushima, Akemi Suyama","Daisuke Tengan, Ryu Murakami",1999-01-01,2009-10-06,$110.8K,1h 53m,,,,
BATTLE ROYALE,89,88,None,"Mystery & Thriller, Action, Comedy",Japanese,Kinji Fukasaku,"Akio Kamatani, Tetsu Kayama, Masumi Okada, Masao Sato",Kenta Fukasaku,2000-12-16,2005-11-29,,1h 54m,,Dolby Digital,,
FROM UP ON POPPY HILL,79,87,PG,"Drama, Anime",Japanese,Goro Miyazaki,"Tetsurô Sayama, Toshio Suzuki, Chizuru Takahashi","Hayao Miyazaki, Keiko Niwa, Tetsurô Sayama",2013-03-15,2014-12-18,$284.7K,1h 31m,GKIDS,,,
GHOST IN THE SHELL,89,95,None,"Action, Sci-Fi, Anime",Japanese,Mamoru Oshii,"Mitsuhisa Ishikawa, Ken Iyadomi, Ken Matsumoto, Yoshimasa Mizuo",Kazunori Itô,,2010-12-15,,1h 25m,,,,
GODZILLA,89,93,None,Sci-Fi,Japanese,Ishirô Honda,Tomoyuki Tanaka,"Ishirô Honda, Shigeru Kayama",1954-11-03,2014-04-20,,1h 38m,Rialto Pictures,,,Godzilla
GRAVE OF THE FIREFLIES,95,100,None,"Drama, War, Anime",Japanese,Isao Takahata,Toru Hara,Isao Takahata,,2017-03-11,,1h 28m,,,,
HARA-KIRI: DEATH OF A SAMURAI,75,77,None,"History, Drama",Japanese,Takashi Miike,"Toshiaki Nakazawa, Jeremy Thomas",Kikumi Yamagishi,2012-07-20,2014-12-18,$60.2K,2h 6m,Tribeca Film,,,
I WISH,84,94,PG,"Comedy, Drama",Japanese,Hirokazu Koreeda,"Kentaro Koike, Hijiri Taguchi",Hirokazu Koreeda,,2012-11-06,$146.7K,2h 8m,,,,
IKIRU,97,98,None,"Drama, Lgbtq+",Japanese,Akira Kurosawa,Sojiro Motoki,"Akira Kurosawa, Shinobu Hashimoto, Hideo Oguni",1956-03-25,2004-01-06,$55.2K,2h 23m,"Cowboy Pictures, Brandon Films Inc.",Mono,Academy (1.33:1),
JIRO DREAMS OF SUSHI,91,99,PG,Documentary,Japanese,David Gelb,"Matt Weaver, Tom Pelligrini",,2012-03-09,2012-07-24,$2.6M,1h 21m,Magnolia Pictures,,,
KWAIDAN,90,91,None,"Horror, Fantasy",Japanese,Masaki Kobayashi,Shigeru Wakatsuki,Yoko Mizuki,1964-12-29,2000-10-10,,2h 44m,,,,
LIKE SOMEONE IN LOVE,60,83,None,Drama,Japanese,Abbas Kiarostami,"Charles Gillibert, Nathanaël Karmitz, Abbas Kiarostami",Abbas Kiarostami,2013-02-15,2014-05-20,$221.4K,1h 49m,IFC Films,,,
LU OVER THE WALL,66,78,PG,"Kids & Family, Fantasy, Adventure, Comedy, Anime",Japanese,Masaaki Yuasa,"Junnosuke Itô, Yuka Okayasu","Reiko Yoshida, Masaaki Yuasa",,2019-03-07,,1h 47m,,Dolby Digital,,
MARY AND THE WITCH'S FLOWER,70,89,PG,"Adventure, Fantasy, Anime",Japanese,Hiromasa Yonebayashi,,"Riko Sakaguchi, Hiromasa Yonebayashi",2018-01-19,2018-05-01,$2.0M,1h 43m,GKIDS,Dolby Digital,Flat (1.85:1),
