Movie Name,Audience Score,Tomatometer Score,Rating,Genre,Original Language,Director,Producer,Writer,Release Date (Theaters),Release Date (Streaming),Box Office (Gross USA),Runtime,Distributor,Sound Mix,Aspect Ratio,View the collection
TOKYO!,72,76,,Drama,French (Canada),"Bong Joon Ho, Leos Carax, Michel Gondry",Michiko Yoshitake,"Bong Joon Ho, Leos Carax, Michel Gondry","Mar 6, 2009  Limited","Jun 30, 2009",$351.1K,1h 52m,Vitagraph Films,,,
A CHRISTMAS TALE,66,86,,"Holiday, Comedy, Drama",French (France),Arnaud Desplechin,Pascal Caucheteux,"Emmanuel Bourdieu, Arnaud Desplechin","Nov 14, 2008  Limited","Oct 27, 2009",$1.1M,2h 30m,IFC Films,,,
THE LAST MISTRESS,59,77,,Drama,French (France),Catherine Breillat,Jean-François Lepetit,Catherine Breillat,"Jun 27, 2008  Limited","Jan 30, 2017",$785.0K,1h 44m,IFC First Take,Dolby,,
WHITE MATERIAL,64,86,,Drama,French (France),Claire Denis,Pascal Caucheteux,"Claire Denis, Marie N'Diaye","Nov 19, 2010  Limited","Apr 12, 2011",$302.8K,1h 45m,IFC Films,Dolby Digital,,
Z,93,94,PG,Mystery & Thriller,French (France),Costa-Gavras,,"Vassilis Vassilikos, Jorge Semprún, Costa-Gavras","Dec 8, 1969  Original","Oct 27, 2009",$83.3K,2h 7m,Cinema V,Mono,35mm,
POLINA,62,85,,Drama,French (France),"Valérie Müller, Angelin Preljocaj","Maxim Ajjawi, Gaëlle Bayssière, Didier Creste",Valérie Müller,"Aug 25, 2017  Limited","Nov 7, 2017",$165.2K,1h 48m,Oscilloscope Laboratories,,Scope (2.35:1),
POLISSE,79,86,,"Crime, Drama",French (France),Maïwenn,Alain Attal,"Maïwenn, Emmanuelle Bercot, Emmanuelle Bercot, Maïwenn","May 18, 2012  Limited","Oct 30, 2012",$171.3K,2h 7m,IFC Films,,,
LATE MARRIAGE,79,88,,"Comedy, Drama, Romance",Georgian,Dover Koshashvili,"Marek Rozenbaum, Edgard Tenenbaum",Dover Koshashvili,"May 17, 2002  Original","May 1, 2008",$1.6M,1h 42m,Magnolia Films,"Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR",Flat (1.66:1),
A FILM UNFINISHED,86,98,,Documentary,German,Yael Hersonski,"Itai Ken-Tor, Noemi Schory",Yael Hersonski,"Aug 18, 2010  Original","Mar 8, 2011",$311.5K,1h 29m,Oscilloscope Pictures,,,
EVERYONE ELSE,62,88,,"Drama, Romance",German,Maren Ade,"Maren Ade, Dirk G. Engelhardt, Janine Jackowski",Maren Ade,"Apr 9, 2010  Limited","Oct 26, 2010",$101.3K,1h 59m,Cinema Guild,,,
BARBARA,76,94,PG-13 (Some Sexual Material|Smoking|Thematic Elements),Drama,German,Christian Petzold,Florian Koerner von Gustorf,"Christian Petzold, Harun Farocki",,"Nov 12, 2013",,1h 45m,,,,
BLIND SPOT: HITLER'S SECRETARY,72,86,PG (Thematic Material),Documentary,German,"André Heller, Othmar Schmiderer","Danny Krausz, Kurt Stocker",,"Jan 24, 2003  Original","Oct 28, 2003",$376.9K,1h 30m,Sony Pictures Classics,,,
HIMALAYA,91,87,,Drama,German,Eric Valli,"Christophe Barratier, Jacques Perrin","Nathalie Azoulai, Olivier Dazat, Louis Gardel, Jean-Claude Guillebaud","Mar 30, 2001  Original","Mar 5, 2002",$2.5M,1h 50m,Kino Pictures,"Dolby Stereo, Dolby Digital, Dolby A, DTS, Dolby SR",,
IN THE FADE,70,76,R (Language|Drug Use|Sexual References|Some Disturbing Images),"Mystery & Thriller, Crime, Drama",German,Fatih Akin,"Nurhan Sekerci-Porst, Fatih Akin, Herman Weigel","Fatih Akin, Hark Bohm","Dec 27, 2017  Limited","Mar 31, 2018",,1h 45m,Magnolia Pictures,Dolby Digital,Scope (2.35:1),
LAND OF MINE,88,92,R (Some Grisly Images|Language|Violence),"War, History, Drama",German,Martin Zandvliet,"Malte Grunert, Mikael Rieks",Martin Zandvliet,"Feb 17, 2017  Limited","Jun 6, 2017",$434.6K,1h 40m,Sony Pictures Classics,,,
LORE,76,94,,"Drama, War",German,Cate Shortland,"Benny Drechsel, Karsten Stoter, Liz Watts, Paul Welsh","Cate Shortland, Robin Mukherjee","Feb 8, 2013  Limited","Jun 11, 2014",$968.9K,1h 49m,Music Box Films,,,
M,95,100,,"Mystery & Thriller, Crime, Drama",German,Fritz Lang,Seymour Nebenzal,"Egon Jacobson, Fritz Lang","Apr 2, 1933  Wide","Dec 14, 2004",$29.6K,1h 39m,Paramount Pictures,Mono,,
METROPOLIS,92,97,,"Sci-Fi, Drama",German,Fritz Lang,Erich Pommer,"Fritz Lang, Thea von Harbou, Thea von Harbou","Mar 13, 1927  Original","Mar 22, 2007",$1.2M,2h 3m,Paramount Pictures,"Dolby Stereo, Dolby Digital, Dolby A, Dolby SR",Flat (1.85:1),
MOSTLY MARTHA,89,92,PG (Thematic Material|Mild Language),"Comedy, Drama",German,Sandra Nettelbeck,"Karl Baumgartner, Christoph Friedel",Sandra Nettelbeck,"Aug 16, 2002  Original","Jul 1, 2013",$4.2M,1h 45m,Paramount Pictures,"Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR",Flat (1.85:1),
NOSFERATU,87,97,,"Horror, Fantasy",German,F.W. Murnau,"Enrico Dieckmann, Albin Grau","Henrik Galeen, Bram Stoker","Mar 5, 1922  Original","Jan 2, 2001",,1h 5m,"GoodTimes Home Video [us], Reel Media International [us], Grapevine Video, Image Entertainment Inc., Sinister Cinema, Republic Pictures, Hollywood's Attic, Video Yesteryear, Kino Video, BijouFlix Releasing",,"Academy (1.33:1), 35mm",
NOSFERATU,83,95,PG,Horror,German,Werner Herzog,"Michael Gruskoff, Werner Herzog","Werner Herzog, Bram Stoker","Oct 1, 1979  Wide","Jul 9, 2002",,1h 47m,"Anchor Bay Entertainment, 20th Century Fox",,Flat (1.85:1),
NOWHERE IN AFRICA,88,85,R (Some Sexual Content),Drama,German,Caroline Link,"Bernd Eichinger, Peter Herrmann, Michael Weber","Caroline Link, Stefanie Zweig","Mar 7, 2003  Original","Sep 30, 2003",$6.2M,2h 18m,Zeitgeist Films,"Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR",Scope (2.35:1),
PARADISE: LOVE,68,78,,Drama,German,Ulrich Seidl,"Philippe Bober, Christine Ruppert, Ulrich Seidl","Ulrich Seidl, Veronika Franz",,"Aug 6, 2013",$23.8K,2h 0m,,,,
PHOENIX,78,98,PG-13 (Some Thematic Elements|Brief Suggestive Material),"History, Drama",German,Christian Petzold,"Florian Koerner von Gustorf, Michael Weber","Christian Petzold, Harun Farocki","Jul 24, 2015  Limited","Apr 26, 2016",$3.2M,1h 38m,IFC Films,Dolby Digital,,
REVANCHE,83,96,,"Crime, Drama, Mystery & Thriller",German,Götz Spielmann,"Sandra Bohle, Mathias Forberg, Götz Spielmann, Heinz Stussak",Götz Spielmann,"May 1, 2009  Limited","Feb 16, 2010",,2h 1m,,,,
THE BLUE ANGEL,86,96,,Drama,German,Josef von Sternberg,Erich Pommer,,"Jan 3, 1930  Wide","Mar 6, 2007",,1h 34m,"Image Entertainment Inc., Paramount Pictures",Mono,Academy (1.33:1),
THE CABINET OF DR. CALIGARI,89,96,,"Horror, Fantasy, Mystery & Thriller",German,Robert Wiene,"Rudolf Meinert, Erich Pommer","Hans Janowitz, Carl Mayer","Mar 19, 1921  Wide","Feb 16, 1999",,1h 9m,"Grapevine Video, Kino Video",,,
THE CAPTAIN,83,83,,"History, Drama, War",German,Robert Schwentke,"Frieder Schlaich, Irene von Alberti",Robert Schwentke,"Jul 27, 2018  Limited","Nov 27, 2018",$108.6K,1h 58m,Music Box Films,,Scope (2.35:1),
THE SILENCE,71,88,,Drama,German,Baran bo Odar,"Frank Evers, Jörg Schulze, Maren Lüthje, Florian Schneider","Baran bo Odar, Alex Ross, Richard Shakocius","Mar 8, 2013  Limited","Nov 2, 2016",$99.7K,2h 0m,Music Box Films,,,
THE WHITE RIBBON,79,86,R (Some Disturbing Content|Sexuality|Violence),"Drama, War",German,Michael Haneke,"Stefan Arndt, Veit Heiduschka, Margaret Ménégoz, Andrea Occhipinti",Michael Haneke,"Dec 30, 2009  Limited","Jun 29, 2010",$2.2M,2h 24m,Sony Pictures Classics,,,
TONI ERDMANN,73,93,R (Graphic Nudity|Brief Drug Use|Language|Strong Sexual Content),"Comedy, Drama",German,Maren Ade,"Janine Jackowski, Maren Ade, Jonas Dornbach",Maren Ade,"Dec 25, 2016  Limited","Apr 11, 2017",$1.5M,2h 42m,Sony Pictures Classics,,,
VISION: FROM THE LIFE OF HILDEGARD VON BINGEN,71,83,,"Biography, Drama",German,Margarethe von Trotta,Markus Zimmer,Margarethe von Trotta,"Oct 13, 2010  Limited","Apr 12, 2011",$431.9K,1h 50m,Zeitgeist,,,
WESTERN,72,96,,Drama,German,Valeska Grisebach,"Maren Ade, Jonas Dornbach, Valeska Grisebach, Janine Jackowski, Michel Merkt",Valeska Grisebach,"Feb 16, 2018  Limited","Aug 28, 2018",$39.4K,2h 0m,Cinema Guild,,Flat (1.85:1),
WINGS OF DESIRE,93,98,PG-13,Fantasy,German,Wim Wenders,"Anatole Dauman, Wim Wenders","Wim Wenders, Peter Handke","Jan 1, 1987  Wide","Nov 3, 2009",$120.8K,2h 8m,Orion Pictures,"Stereo, Dolby Stereo",Flat (1.66:1),
CLOUD 9,58,89,,"Drama, Romance",German,Andreas Dresen,Peter Rommel,"Andreas Dresen, Jörg Hauschild, Laila Stieler, Conny Ziesche","Aug 14, 2009  Limited","Jul 28, 2009",$91.3K,1h 38m,Music Box Films,,,
YELLA,54,82,,"Drama, Romance, Mystery & Thriller",German,Christian Petzold,Florian Koerner von Gustorf,"Simone Bär, Christian Petzold",,"Mar 31, 2009",,1h 29m,,,,
ALPS,50,75,,Drama,Greek,Yorgos Lanthimos,"Yorgos Lanthimos, Athina Rachel Tsangari","Efthymis Filippou, Yorgos Lanthimos",,"Dec 4, 2012",$8.6K,1h 33m,,,,
ATTENBERG,53,78,,Drama,Greek,Athina Rachel Tsangari,"Yorgos Lanthimos, Iraklis Mavroidis, Athina Rachel Tsangari, Maria Hatzakou, Angelos Venetis",Athina Rachel Tsangari,,"Jun 19, 2012",$23.8K,1h 35m,,,,
5 BROKEN CAMERAS,88,96,,"Documentary, War",Hebrew,"Emad Burnat, Guy Davidi","Emad Burnat, Guy Davidi",,"May 3, 2012  Limited","Jan 15, 2013",$108.5K,1h 30m,Kino Lorber,,,
FILL THE VOID,69,89,PG (Mild Thematic Elements|Brief Smoking),Drama,Hebrew,Rama Burshtein,Assaf Amir,Rama Burshtein,"May 24, 2013  Limited","Sep 24, 2013",$1.8M,1h 30m,Sony Pictures Classics,,,
GETT: THE TRIAL OF VIVIANE AMSALEM,81,100,,Drama,Hebrew,"Ronit Elkabetz, Shlomi Elkabetz","Sandrine Brauer, Rémi Burah, Denis Carot, Michael Eckelt, Shlomi Elkabetz, Marie Masmonteil","Ronit Elkabetz, Shlomi Elkabetz","Feb 15, 2015  Limited","Jun 9, 2015",$987.8K,1h 55m,Music Box Films,,,
LEBANON,72,90,R (Language|Disturbing Bloody War Violence|Sexual References|Some Nudity),"Drama, War",Hebrew,Samuel Maoz,"Anat Bikel, Leon Edery, Moshe Edery",Samuel Maoz,"Aug 6, 2010  Limited","Jan 18, 2011",$367.8K,1h 33m,Sony Pictures Classics,,,
USHPIZIN,87,94,PG (Mild Thematic Elements),"Comedy, Drama",Hebrew,Giddi Dar,"Giddi Dar, Rafi Bukai, Gadi Levy, Shlomit Smadja",Shuli Rand,"Oct 19, 2005  Original","Apr 4, 2006",$1.4M,1h 31m,Picturehouse,Surround,,
WALTZ WITH BASHIR,91,96,R (Dist. Images of Atrocities|Brief Nudity|Graphic Sexual Violence|Strong Violence),"Documentary, Animation",Hebrew,Ari Folman,"Ari Folman, Serge Lalou, Gerhard Meixner, Roman Paul",Ari Folman,"Dec 25, 2008  Limited","Jun 23, 2009",$2.3M,1h 30m,Sony Pictures Classics,,,
YOSSI & JAGGER,75,86,R,Drama,Hebrew,Eytan Fox,"Amir Harel, Gal Uchovsky",,"Oct 10, 2003  Original","Apr 13, 2004",$141.1K,1h 7m,Strand Releasing,Surround,,
LAGAAN: ONCE UPON A TIME IN INDIA,93,95,PG (Some Violence|Language),"Romance, History, Drama",Hindi,Ashutosh Gowariker,Aamir Khan,"Ashutosh Gowariker, Ashutosh Gowariker","May 10, 2002  Original","Dec 9, 2017",$905.9K,3h 43m,Sony Pictures Classics,"Dolby SR, Dolby A, DTS, Dolby Stereo, Dolby Digital",Scope (2.35:1),
THE POOL,73,94,,Drama,Hindi,Chris Smith,,"Chris Smith, Randy Russell",,"Sep 10, 2018",$94.9K,1h 44m,,,,
CONTROL,89,82,R (Language|Strong Violence),"Mystery & Thriller, Action",Hungarian,Nimród Antal,Tamás Hutlassa,"Jim Adler, Nimród Antal","Apr 1, 2005  Original","Aug 30, 2005",$2.8M,1h 45m,ThinkFilm,"DTS, Dolby Digital",,
ON BODY AND SOUL,85,90,,Drama,Hungarian,Ildikó Enyedi,"Ernö Mesterházy, András Muhi, Mónika Mécs",Ildikó Enyedi,,"Feb 2, 2018",,1h 56m,,,,
WHITE GOD,71,88,R (Language|Bloody Images|Violent Content),Drama,Hungarian,Kornél Mundruczó,Viktória Petrányi,"Kata Wéber, Kornél Mundruczó, Viktória Petrányi","Mar 27, 2015  Limited","Jul 28, 2015",$280.5K,1h 59m,Magnolia Pictures,,,
"A WHITE, WHITE DAY",,95,,Drama,Icelandic,Hlynur Pálmason,Anton Máni Svansson,Hlynur Pálmason,"Feb 28, 2020  Limited","Jul 24, 2020",,1h 49m,Film Movement,"Dolby Atmos, Dolby Digital",Scope (2.35:1),
NÓI ALBINÓI,85,87,PG-13,Drama,Icelandic,Dagur Kári,Philippe Bober,Dagur Kári,"Jan 24, 2003  Original","Oct 12, 2004",$60.1K,1h 30m,Palm Pictures,Surround,,
THE RAID: REDEMPTION,87,87,R (Strong Brutal Bloody Violence|Language),"Action, Crime, Drama",Indonesian,Gareth Evans,Ario Sagantoro,Gareth Evans,"Apr 13, 2012  Wide","Aug 14, 2012",$2.6M,1h 41m,Sony Pictures Classics,,,
A FISTFUL OF DOLLARS,91,96,R,Western,Italian,Sergio Leone,"Arrigo Colombo, Giorgio Papi",Adriano Bolzoni,"Jan 18, 1964  Wide","Aug 1, 2006",,1h 36m,"Tobis Filmkunst, Unidis, Metro-Goldwyn-Mayer Distributing Corp., MGM/UA Home Entertainment Inc., Ízaro Films S.A., Metro-Goldwyn-Mayer, United Artists",Mono,,
AMARCORD,90,87,R,"Comedy, Drama",Italian,Federico Fellini,Franco Cristaldi,"Federico Fellini, Tonino Guerra","Sep 19, 1974  Original","Sep 5, 2006",,2h 5m,"Criterion Collection, New World Pictures",,,
ANDREI RUBLEV,93,95,R,Biography,Italian,Andrei Tarkovsky,Tamara Ogorodnikova,"Andrey Konchalovskiy, Andrei Tarkovsky","Dec 15, 1972  Original","Feb 2, 1999",$101.4K,2h 45m,"Criterion Collection, Columbia Pictures",Mono,,
CAESAR MUST DIE,74,92,,Drama,Italian,"Paolo Taviani, Vittorio Taviani","Agnese Fontana, Cecilia Valmarana, Grazia Volpi, Donatella Palermo, Laura Andreini Salerno","Paolo Taviani, Vittorio Taviani",,"Dec 24, 2013",,1h 16m,,,,
CATERINA IN THE BIG CITY,77,90,,"Comedy, Drama",Italian,Paolo Virzì,Paolo Virzì,"Paolo Virzì, Francesco Bruni","Oct 24, 2003  Original",,$293.3K,1h 46m,Empire Pictures,,,
CINEMA PARADISO,97,90,PG,Drama,Italian,Giuseppe Tornatore,"Mino Barbera, Franco Cristaldi, Giovanna Romagnoli",Giuseppe Tornatore,"Feb 23, 1988  Original","Jan 10, 2006",$9.1M,2h 3m,"HBO, Miramax Films",,,
FIRE AT SEA,65,95,,Documentary,Italian,Gianfranco Rosi,"Donatella Palermo, Gianfranco Rosi",Gianfranco Rosi,"Oct 21, 2016  Limited","Mar 21, 2017",$114.0K,1h 48m,Kino Lorber,,,
THE SALT OF LIFE,45,84,,Comedy,Italian,Gianni Di Gregorio,Angelo Barbagallo,"Gianni Di Gregorio, Valerio Attanasio",,"Sep 18, 2012",$315.3K,1h 30m,,,,
GOMORRA,71,91,,"Crime, Drama",Italian,Matteo Garrone,Domenico Procacci,"Maurizio Braucci, Ugo Chiti, Matteo Garrone, Gianni Di Gregorio","Dec 19, 2008  Original","Aug 4, 2009",$1.6M,2h 17m,IFC Films,Dolby Digital,Scope (2.35:1),
HAPPY AS LAZZARO,81,91,PG-13 (Thematic Elements|Brief Violence),"Fantasy, Sci-Fi, Drama",Italian,Alice Rohrwacher,"Carlo Cresto-Dina, Gregory Gajos, Pierre-François Piet, Tiziana Soudani, Michael Weber",Alice Rohrwacher,,"Nov 30, 2018",,2h 5m,,,1.66:1,
HUMAN CAPITAL,77,81,,Drama,Italian,Paolo Virzì,"Marco Cohen, Fabrizio Donvito, Philippe Gompel, Benedetto Habib, Birgit Kemner","Paolo Virzì, Francesco Bruni, Francesco Piccolo",,"Jul 7, 2015",$157.3K,1h 49m,,Dolby Digital,Scope (2.35:1),
I AM LOVE,68,81,R (Sexuality|Nudity),"Drama, Romance",Italian,Luca Guadagnino,"Luca Guadagnino, Tilda Swinton","Barbara Alberti, Ivan Cotroneo, Walter Fasano, Luca Guadagnino","Jun 18, 2010  Limited","Oct 12, 2010",$5.0M,1h 59m,Magnolia Pictures,,,
I'M NOT SCARED,87,90,R (Language|Disturbing Images),Drama,Italian,Gabriele Salvatores,Marco Chimenz,,"Feb 8, 2003  Wide","Oct 12, 2004",$1.6M,1h 50m,Miramax Films,Surround,,
L'AVVENTURA,88,94,,Drama,Italian,Michelangelo Antonioni,"Cino Del Duca, Raymond Hakim, Robert Hakim, Amato Pennasilico, Luciano Perugia","Michelangelo Antonioni, Elio Bartolini, Tonino Guerra","Mar 4, 1961  Wide","Apr 1, 2014",,2h 25m,"Criterion Collection, Janus Films",Mono,Flat (1.85:1),
LIFE IS BEAUTIFUL,96,81,PG-13,"Comedy, Drama",Italian,Roberto Benigni,"Gianluigi Braschi, Elda Ferri","Vincenzo Cerami, Roberto Benigni","Oct 22, 1998  Original","Nov 9, 1999",$57.6M,2h 2m,Miramax Films,"Surround, Dolby Digital",Flat (1.85:1),
MAFIOSO,80,96,,"Comedy, Crime, Drama",Italian,Alberto Lattuada,Tonino Cervi,"Rafael Azcona, Bruno Caruso, Marco Ferreri",,"Mar 18, 2008",$398.6K,1h 45m,,,,
MY MOTHER,59,84,R (Language),"Comedy, Drama",Italian,Nanni Moretti,"Nanni Moretti, Domenico Procacci","Nanni Moretti, Francesco Piccolo, Valia Santella","Aug 26, 2016  Limited","Nov 16, 2016",$301.7K,1h 46m,Music Box Films,,,
NIGHTS OF CABIRIA,94,100,,Drama,Italian,Federico Fellini,Dino De Laurentiis,"Federico Fellini, Ennio Flaiano, Tullio Pinelli","Dec 31, 1957  Original","May 1, 2008",$823.6K,1h 50m,Paramount Pictures,Mono,Flat (1.37:1),
OPEN CITY,91,100,,Drama,Italian,Roberto Rossellini,"Ferrucio DeMartino, Roberto Rossellini","Sergio Amidei, Alberto Consiglio, Sergio Amidei, Federico Fellini, Roberto Rossellini","Feb 25, 1946  Wide","Jul 11, 2017",,1h 45m,"Criterion Collection, Reel Media International [us], Video Yesteryear, Kino Video, Image Entertainment Inc.",Mono,Flat (1.37:1),
PRANZO DI FERRAGOSTO,70,88,,"Comedy, Drama",Italian,Gianni Di Gregorio,Matteo Garrone,"Gianni Di Gregorio, Simone Riccardini","Mar 17, 2010  Limited","May 3, 2011",$673.7K,1h 15m,Zeitgeist,,,
REALITY,69,80,R (Some Language),"Comedy, Drama",Italian,Matteo Garrone,"Matteo Garrone, Jean Labadie, Domenico Procacci, Bernard Tanguy, Jean-Charles Mille","Matteo Garrone, Ugo Chiti, Massimo Gaudioso, Maurizio Braucci","Mar 15, 2013  Limited","Aug 13, 2013",,1h 55m,Oscilloscope Pictures,,,
THE BEST OF YOUTH,98,94,R,Drama,Italian,Marco Tullio Giordana,"Angelo Barbagallo, Donatella Botti","Sandro Petraglia, Stefano Rulli","Aug 30, 2003  Wide","Feb 7, 2006",$250.4K,5h 58m,Miramax Films,Dolby SRD,Flat (1.37:1),
THE CONFORMIST,90,98,R,Drama,Italian,Bernardo Bertolucci,Maurizio Lodi-Fè,"Bernardo Bertolucci, Alberto Moravia","Oct 22, 1970  Original","Dec 2, 2014",,1h 55m,Paramount Pictures,Mono,Flat (1.85:1),
THE DOUBLE HOUR,68,82,,"Drama, Mystery & Thriller",Italian,Giuseppe Capotondi,"Francesca Cima, Nicola Giuliano","Alessandro Fabbri, Ludovica Rampoldi, Stefano Sardo","Apr 15, 2011  Limited","Apr 3, 2012",$1.5M,1h 35m,Samuel Goldwyn Company,,,
THE FOUR TIMES,75,93,,Drama,Italian,Michelangelo Frammartino,"Philippe Bober, Elda Guidinetti, Marta Donzelli, Gabriella Manfré",Michelangelo Frammartino,,"Sep 13, 2011",$152.5K,1h 28m,,,,
THE LEOPARD,89,98,PG,"History, Drama",Italian,Luchino Visconti,Goffredo Lombardo,"Suso Cecchi d'Amico, Pasquale Festa Campanile, Enrico Medioli, Massimo Franciosa, Luchino Visconti","Jul 15, 1963  Original","Jun 8, 2004",,2h 45m,20th Century Fox,Mono,35mm,
VINCERE,68,91,,"Biography, History, Drama",Italian,Marco Bellocchio,Mario Gianani,"Marco Bellocchio, Daniela Ceselli","Mar 19, 2010  Limited","Jul 27, 2010",$615.3K,2h 8m,IFC Films,,,
13 ASSASSINS,88,95,R (Some Disturbing Images|Sequences of Bloody Violence|Brief Nudity),"Action, Adventure, History, Drama",Japanese,Takashi Miike,"Minami Ichikawa, Tôichirô Shiraishi, Michihiko Yanagisawa",Daisuke Tengan,"Apr 29, 2011  Limited","Jul 5, 2011",$802.5K,2h 6m,Magnet Releasing,,,
AUDITION,80,83,R (Violence/Torture|Sexuality),Horror,Japanese,Takashi Miike,"Satoshi Fukushima, Akemi Suyama","Daisuke Tengan, Ryu Murakami","Jan 1, 1999  Wide","Oct 6, 2009",$110.8K,1h 53m,,,,
BATTLE ROYALE,89,88,,"Mystery & Thriller, Action, Comedy",Japanese,Kinji Fukasaku,"Akio Kamatani, Tetsu Kayama, Masumi Okada, Masao Sato",Kenta Fukasaku,"Dec 16, 2000  Original","Nov 29, 2005",,1h 54m,,Dolby Digital,,
FROM UP ON POPPY HILL,79,87,PG (Some Incidental Smoking Images|Mild Thematic Elements),"Drama, Anime",Japanese,Goro Miyazaki,"Tetsurô Sayama, Toshio Suzuki, Chizuru Takahashi","Hayao Miyazaki, Keiko Niwa, Tetsurô Sayama","Mar 15, 2013  Limited","Dec 18, 2014",$284.7K,1h 31m,GKIDS,,,
GHOST IN THE SHELL,89,95,,"Action, Sci-Fi, Anime",Japanese,Mamoru Oshii,"Mitsuhisa Ishikawa, Ken Iyadomi, Ken Matsumoto, Yoshimasa Mizuo",Kazunori Itô,,"Dec 15, 2010",,1h 25m,,,,
GODZILLA,89,93,,Sci-Fi,Japanese,Ishirô Honda,Tomoyuki Tanaka,"Ishirô Honda, Shigeru Kayama","Nov 3, 1954  Original","Apr 20, 2014",,1h 38m,Rialto Pictures,,,Godzilla
GRAVE OF THE FIREFLIES,95,100,,"Drama, War, Anime",Japanese,Isao Takahata,Toru Hara,Isao Takahata,,"Mar 11, 2017",,1h 28m,,,,
HARA-KIRI: DEATH OF A SAMURAI,75,77,,"History, Drama",Japanese,Takashi Miike,"Toshiaki Nakazawa, Jeremy Thomas",Kikumi Yamagishi,"Jul 20, 2012  Limited","Dec 18, 2014",$60.2K,2h 6m,Tribeca Film,,,
I WISH,84,94,PG (Smoking|Mild Thematic Elements|Language),"Comedy, Drama",Japanese,Hirokazu Koreeda,"Kentaro Koike, Hijiri Taguchi",Hirokazu Koreeda,,"Nov 6, 2012",$146.7K,2h 8m,,,,
IKIRU,97,98,,"Drama, Lgbtq+",Japanese,Akira Kurosawa,Sojiro Motoki,"Akira Kurosawa, Shinobu Hashimoto, Hideo Oguni","Mar 25, 1956  Wide","Jan 6, 2004",$55.2K,2h 23m,"Cowboy Pictures, Brandon Films Inc.",Mono,Academy (1.33:1),
JIRO DREAMS OF SUSHI,91,99,PG (Mild Thematic Elements|Brief Smoking),Documentary,Japanese,David Gelb,"Matt Weaver, Tom Pelligrini",,"Mar 9, 2012  Limited","Jul 24, 2012",$2.6M,1h 21m,Magnolia Pictures,,,
KWAIDAN,90,91,,"Horror, Fantasy",Japanese,Masaki Kobayashi,Shigeru Wakatsuki,Yoko Mizuki,"Dec 29, 1964  Original","Oct 10, 2000",,2h 44m,,,,
LIKE SOMEONE IN LOVE,60,83,,Drama,Japanese,Abbas Kiarostami,"Charles Gillibert, Nathanaël Karmitz, Abbas Kiarostami",Abbas Kiarostami,"Feb 15, 2013  Limited","May 20, 2014",$221.4K,1h 49m,IFC Films,,,
LU OVER THE WALL,66,78,PG (Some Peril|Thematic Elements),"Kids & Family, Fantasy, Adventure, Comedy, Anime",Japanese,Masaaki Yuasa,"Junnosuke Itô, Yuka Okayasu","Reiko Yoshida, Masaaki Yuasa",,"Mar 7, 2019",,1h 47m,,Dolby Digital,,
MARY AND THE WITCH'S FLOWER,70,89,PG (Thematic Elements|Some Action),"Adventure, Fantasy, Anime",Japanese,Hiromasa Yonebayashi,,"Riko Sakaguchi, Hiromasa Yonebayashi","Jan 19, 2018  Limited","May 1, 2018",$2.0M,1h 43m,GKIDS,Dolby Digital,Flat (1.85:1),
MIRAI,79,91,PG (Thematic Elements|Some Scary Images),"Kids & Family, Fantasy, Adventure, Anime",Japanese,Mamoru Hosoda,Yuichiro Saito,Mamoru Hosoda,"Nov 29, 2018  Limited","Apr 9, 2019",$682.2K,1h 38m,GKIDS,Dolby Digital,Flat (1.85:1),
NORWEGIAN WOOD,49,74,,"Drama, Romance",Japanese,Tran Anh Hung,Shinji Ogawa,Tran Anh Hung,"Jan 6, 2012  Limited","May 15, 2012",,2h 13m,Red Flag Releasing,,,
DEPARTURES,92,80,PG-13 (Thematic Material),Drama,Japanese,Yojiro Takita,,Kundo Koyama,"May 29, 2009  Limited","Jan 12, 2010",$1.5M,2h 10m,Regent Releasing,,,
PONYO,83,91,G,"Adventure, Fantasy, Anime",Japanese,Hayao Miyazaki,Toshio Suzuki,"Melissa Mathison, Hayao Miyazaki","Aug 14, 2009  Wide","Mar 2, 2010",$15.1M,1h 40m,Walt Disney,"Dolby Digital Surround EX, Dolby Digital",Flat (1.85:1),
RAN,95,96,R,"History, Drama",Japanese,Akira Kurosawa,"Masato Hara, Serge Silberman","Masato Ide, Akira Kurosawa, Hideo Oguni, William Shakespeare","Jun 1, 1985  Original","Nov 22, 2005",$454.0K,2h 40m,Orion Pictures,"Magnetic Stereo 4 Track, Dolby Stereo, Surround",Scope (2.35:1),
RASHOMON,93,98,,Drama,Japanese,Akira Kurosawa,Minoru Jingo,"Ryûnosuke Akutagawa, Shinobu Hashimoto, Akira Kurosawa","Dec 26, 1950  Wide","Apr 2, 2002",,1h 28m,RKO Radio Pictures,Mono,Academy (1.33:1),
RIDING ALONE FOR THOUSANDS OF MILES,81,80,PG (Mild Thematic Elements),Drama,Japanese,Yimou Zhang,"Xiu Jian, Weiping Zhang, William Kong",Zou Jingzhi,,"Feb 6, 2007",$251.6K,1h 47m,,Dolby Digital,,
